p_value,average_degree,std_degree
0.0,11.851820068359375,2.9823834384660604
0.1,12.205694580078125,3.0612818004512894
0.2,12.577623291015625,3.122029144349333
0.3,12.959860229492188,3.162325256889423
0.4,13.362518920898438,3.1883871704371636
0.5,13.7707275390625,3.1908971235270402
0.6,14.199652099609375,3.170283893861858
0.7,14.635155639648438,3.1257710138249073
0.8,15.07898681640625,3.05793603576483
0.9,15.53491943359375,2.9569035392877057
1.0,15.996339111328124,2.826276376556729
