p_value,n=512,n=1024,n=2048,n=4096,n=8192,n=16384,n=32768
0.0,0.00010961424842517243,0.00011919904000258483,8.091087975151321e-5,3.2536198892935184e-5,3.617660225220673e-5,4.958456962716366e-5,7.265440659737448e-5
0.1,0.004467324912931044,0.004282102048890775,0.006564030406484051,0.005489548337258479,0.009479007173793883,0.008111305451381988,0.010886833139806233
0.2,0.005736508787919388,0.005356178610153836,0.005226342172814961,0.007038791992407406,0.00828264554361395,0.010420933870157339,0.012545118769311947
0.3,0.005269468979933189,0.004966287237884211,0.005520900931028721,0.008359153547173018,0.008297844673910613,0.013362235685636159,0.0037100117585647623
0.4,0.005580646010747432,0.006284336946119457,0.009571614548387617,0.007820919047975683,0.007593958450126459,0.005968513954525662,0.0
0.5,0.006108450770178808,0.008293634404214647,0.010375868810751292,0.012329729354822502,0.01659565660936523,0.0,0.0
0.6,0.006839783495946095,0.008372282065318913,0.0076144156577699264,0.009618841631752148,0.0172760962052587,0.0,0.0
0.7,0.008939676306604244,0.010296607877826937,0.015551472573951146,0.010829417488184535,0.0,0.0,0.0
0.8,0.01165374328483221,0.012603481519420038,0.015719270487133247,0.00014883430688415744,0.0,0.0,0.0
0.9,0.00843833615972527,0.011229563916126601,0.003990897282808319,0.0,0.0,0.0,0.0
1.0,0.010027845886759668,0.019469965886518076,0.0,0.0,0.0,0.0,0.0
