p_value,n=512,n=1024,n=2048,n=4096,n=8192,n=16384,n=32768
0.0,12.0,13.0,14.0,15.0,17.0,17.0,18.0
0.1,100.0,44.0,25.0,-1.0,-1.0,-1.0,-1.0
0.2,12.0,90.0,-1.0,-1.0,-1.0,-1.0,26.0
0.3,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,15.0
0.4,-1.0,-1.0,-1.0,-1.0,96.0,14.0,15.0
0.5,-1.0,-1.0,-1.0,76.0,13.0,14.0,15.0
0.6,-1.0,-1.0,73.0,36.0,13.0,14.0,15.0
0.7,-1.0,-1.0,-1.0,12.0,13.0,14.0,15.0
0.8,-1.0,-1.0,11.0,12.0,13.0,14.0,15.0
0.9,-1.0,10.0,29.0,12.0,13.0,14.0,15.0
1.0,-1.0,37.0,11.0,12.0,13.0,14.0,15.0
