p_value,n=512,n=1024,n=2048,n=4096,n=8192,n=16384,n=32768
0.0,12.0,13.0,15.0,16.0,17.0,17.0,18.0
0.1,-1.0,-1.0,-1.0,-1.0,61.0,-1.0,27.0
0.2,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0
0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.5,-1.0,64.0,-1.0,-1.0,-1.0,23.0,-1.0
0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.7,99.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8,-1.0,59.0,-1.0,-1.0,-1.0,-1.0,15.0
0.9,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,15.0
1.0,-1.0,-1.0,-1.0,-1.0,48.0,14.0,15.0
